,Experience,Age,Disability,EducationLevel,employment_status,Cluster,Governorate,EducationLevel_Bachelor or above,EducationLevel_Middle Diploma,EducationLevel_Secondary or Below,employment_status_Daily worker,employment_status_Housewife,employment_status_Informal worker,employment_status_Self-employed,employment_status_Unemployed,Governorate_Ajloun,Governorate_Al Aqaba,Governorate_Al Kirk,Governorate_Al Mafraq,Governorate_Amman,Governorate_Balqa,Governorate_Irbid,Governorate_Jarash,Governorate_Maadaba,Governorate_Maan,Governorate_Tafileh,Governorate_Zarqa
188,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,0,60,No Disability,Secondary or Below,Unemployed,3,Maadaba,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
190,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
191,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
192,0,50,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
193,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
194,0,50,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
195,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
196,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
197,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
198,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
199,0,60,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
200,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
201,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
202,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
203,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
204,0,60,With disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
205,0,50,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
206,0,60,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
207,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
208,0,60,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
209,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
210,0,60,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
211,0,50,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
212,0,60,No Disability,Secondary or Below,Unemployed,3,Jarash,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
213,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
214,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
215,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
216,0,30,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
217,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
218,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
219,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
220,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
221,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
222,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
223,0,50,No Disability,Secondary or Below,Self-employed,3,Al Kirk,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
224,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
225,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
226,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
227,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
229,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
230,0,30,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
231,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
232,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
233,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
234,0,30,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
235,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
236,0,60,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
237,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
239,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
240,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
241,0,30,No Disability,Secondary or Below,Unemployed,3,Tafileh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
242,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
243,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
244,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
245,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
246,0,50,No Disability,Secondary or Below,Daily worker,3,Amman,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
247,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
249,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
250,0,60,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
251,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
252,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
253,0,30,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
254,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
255,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
256,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
257,0,60,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
258,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
259,0,30,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
260,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
261,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
262,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
263,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
264,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
265,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
266,0,30,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
267,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
268,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
269,0,50,No Disability,Secondary or Below,Unemployed,3,Jarash,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
270,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
271,0,50,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
272,0,30,No Disability,Secondary or Below,Daily worker,3,Amman,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
273,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
274,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
275,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
276,0,30,No Disability,Secondary or Below,Daily worker,3,Amman,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
277,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
278,0,30,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
279,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
280,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
281,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
282,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
283,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
284,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
285,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
286,0,30,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
287,0,60,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
288,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
289,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
290,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
291,0,60,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
292,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
293,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
294,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
295,0,50,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
296,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
297,0,50,No Disability,Secondary or Below,Unemployed,3,Al Kirk,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
298,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
299,0,50,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
300,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
301,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
302,0,60,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
303,0,60,No Disability,Secondary or Below,Unemployed,3,Zarqa,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
304,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
305,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
306,0,50,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
307,0,50,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
308,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
309,0,60,No Disability,Secondary or Below,Unemployed,3,Balqa,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
310,0,60,No Disability,Secondary or Below,Housewife,3,Maadaba,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
311,0,60,No Disability,Secondary or Below,Unemployed,3,Al Mafraq,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
312,0,30,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
313,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
314,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
315,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
317,0,60,No Disability,Secondary or Below,Unemployed,3,Al Kirk,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
318,0,30,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
319,0,60,No Disability,Secondary or Below,Unemployed,3,Balqa,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
320,0,50,With disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
321,0,30,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
322,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
323,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
324,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
325,0,60,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
326,0,50,With disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
327,0,30,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
328,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
329,0,60,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
330,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
331,0,30,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
332,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
333,0,30,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
334,0,50,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
335,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
336,0,50,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
337,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
338,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
339,0,60,With disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
340,0,50,No Disability,Secondary or Below,Housewife,3,Al Mafraq,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
341,0,60,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
342,0,60,No Disability,Secondary or Below,Housewife,3,Amman,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
343,0,60,No Disability,Secondary or Below,Housewife,3,Jarash,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
344,0,60,No Disability,Secondary or Below,Unemployed,3,Amman,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
345,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
346,0,60,No Disability,Secondary or Below,Housewife,3,Zarqa,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
347,0,60,No Disability,Secondary or Below,Housewife,3,Balqa,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
348,0,40,No Disability,Secondary or Below,Housewife,2,Maan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
349,0,40,No Disability,Secondary or Below,Unemployed,2,Ajloun,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
350,0,20,No Disability,Secondary or Below,Housewife,2,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
351,0,40,No Disability,Secondary or Below,Housewife,2,Maan,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
352,0,40,No Disability,Secondary or Below,Housewife,2,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
353,0,40,No Disability,Secondary or Below,Housewife,2,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
354,0,40,No Disability,Secondary or Below,Unemployed,2,Ajloun,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
355,0,20,No Disability,Secondary or Below,Unemployed,2,Maan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
356,0,20,No Disability,Secondary or Below,Unemployed,2,Ajloun,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
357,0,40,No Disability,Secondary or Below,Housewife,2,Ajloun,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
358,0,40,No Disability,Secondary or Below,Unemployed,2,Maan,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
359,0,20,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
360,0,40,No Disability,Secondary or Below,Housewife,3,Al Kirk,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
361,0,20,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
362,0,20,No Disability,Secondary or Below,Unemployed,3,Tafileh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
363,0,40,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
364,0,20,No Disability,Secondary or Below,Unemployed,3,Tafileh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
365,0,20,No Disability,Secondary or Below,Unemployed,3,Tafileh,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
366,0,40,No Disability,Secondary or Below,Daily worker,3,Irbid,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
367,0,40,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
368,0,40,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
369,0,40,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
370,0,20,No Disability,Secondary or Below,Housewife,3,Tafileh,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
371,0,20,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
372,0,20,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
373,0,40,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
374,0,20,No Disability,Secondary or Below,Housewife,3,Irbid,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
375,0,40,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
376,0,40,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
377,0,20,No Disability,Secondary or Below,Unemployed,3,Irbid,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
378,0,20,No Disability,Secondary or Below,Housewife,3,Al Aqaba,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
